,Unnamed: 0,video_id,author,comment,comment_stem,vectores_tfidf,sentiment
3171,3171,xoIili9FSCs,UCetyplFoog7QYDyaS7RGl7A,"El vídeo parece muy falso, parece un guión poco preparado para desacreditar al chico que la rechazaba en el colegio, además dice muchas palabras seguidas(como que está muy preparado), también pestañea mucho cuando habla y se ríe hablando de estos temas, en definitiva, una aspirante a actriz mentirosa con un guión poco preparado....gracias PURAVIDA",parec falso parec preparado desacreditar chico rechazaba colegio adem dice mucha palabra seguida preparado tambi pesta habla hablando tema definitiva aspirant actriz mentirosa preparado gracia puravida,[0. 0. 0. ... 0. 0. 0.],-1.0
3172,3172,xoIili9FSCs,UCunpn5rgDTN8OU-lxRqh1lQ,"Las feminazis tienen leyes que ocultan el maltrato a sus hijos.
A partir de la mayoría de edad no se puede denunciar a la mala, en cambio a él sí, a ella no.",feminazi ley ocultan maltrato hijo partir mayor edad pued denunciar mala cambio,[0. 0. 0. ... 0. 0. 0.],-1.0
3173,3173,xoIili9FSCs,UCeiGaQd5XDTTcii6gP0gqrw,"Parece mentira q con los medios de comunicación de hoy no nos demos cuenta, da miedo por los hijos",parec mentira medio comunicaci demo cuenta miedo hijo,[0. 0. 0. ... 0. 0. 0.],-1.0
3174,3174,9mH4I5HUK14,UCqKVON2PQBIKkdbezD9lBZg,No era dos jeneros ?,jenero,[0. 0. 0. ... 0. 0. 0.],0.0
3175,3175,9mH4I5HUK14,UCxyMWSQAMtdgZcjWeOPDP_w,Lo bueno es que cada vez menos gente cree en esta basura.,bueno cada meno gent cree basura,[0. 0. 0. ... 0. 0. 0.],-1.0
3176,3176,9mH4I5HUK14,UCXukCeoHSSc89tYv0wX2VKA,Jesucristo dijo: Cualquiera que haga tropezar a los pequeños que creen en Jesucristo el cual enseño que varón y hembra los creo. Le sería mejor que se le colgase una piedra de molino de asno y que se le hundiese en lo profundo del mar. No sé equivoquen con Jesucristo el cuál es amor pero también fuego consumidor. Horrenda cosa es caer en manos de un Dios vivo. Arrepientansen de sus pecados y vivan para Jesucristo el cual juzgará el mundo entero.,jesucristo dijo cualquiera haga tropezar pequ creen jesucristo ens hembra creo mejor colgas piedra molino asno hundies profundo equivoquen jesucristo amor tambi fuego consumidor horrenda cosa caer mano dio vivo arrepientansen pecado vivan jesucristo juzgar mundo entero,[0. 0. 0. ... 0. 0. 0.],-1.0
3177,3177,9mH4I5HUK14,UCsgBvlaQaSaihzmu2jY0UvQ,Una ideología con todas las letras.... Atrasan mucho con estas propuestas,ideolog toda letra atrasan propuesta,[0. 0. 0. ... 0. 0. 0.],-1.0
3178,3178,9mH4I5HUK14,UCVh1sg_I--cw_hh3NiAsXsQ,Me siento oprimido!!,siento oprimido,[0. 0. 0. ... 0. 0. 0.],-1.0
3179,3179,9mH4I5HUK14,UCegs0nb-YP0Kz3XM_VmlN2Q,Este vídeo lleva muy poca información que sea realmente funcional . Pero bueno hacer la tarea jaja,lleva poca informaci realment funcion bueno hacer tarea jaja,[0. 0. 0. ... 0. 0. 0.],-1.0
3180,3180,9mH4I5HUK14,UC3pTkhXUbcooUUT1kPDBsSA,"Esto se trata especialmente sobre las mujeres. Sí lo veo como una imposición, es realmente una ideología su dichoso feminismo. 

Lo mejor sería vivir en una país (México) donde se castiguen los delitos y sirva de ejemplo para potenciales agresores, que ellos consideren que ningún acto que atente contra la integridad de un individuo quedará impune. Es obvio que se busca prevenir los actos de violencia con una mejor educación pero lo que no me convence es que por unos cuantos hombres que realicen agresiones contra las mujeres, vayan tan lejos de estigmatizar a todo un género, menospreciar la vida un hombre (por no morir en una situación parecida) sólo porque le da más importancia a la vida de una mujer porque ésta fue asesinada por un crimen pasional/sentimental.

Vi el vídeo y no me gustó cuando llegaron a la parte de analizar las diferencias entre hombres y mujeres. Es claro que hay diferencias biológicas que van más allá de los roles sociales y se supone que todos deberíamos vivir en condiciones de igualdad en derechos y justicia pero si desde el momento que se la da más peso a la seguridad e integridad de las mujeres, esa igualdad se rompe. Se está privilegiando más la seguridad de un género por su ""vulnerabilidad"". No se cansan de hablar sobre igualdad, de atribuirle los aspectos más negativos de unos cuantos hombres a todo un género cuando en la práctica y creación de leyes podría crear más diferencias que en verdad buscar castigar los delitos y que la justicia sea aplicable a todos por igual.

Yo pensé que esto de la perspectiva de género sería algo neutral pero desde el momento que empiezan a darle connotaciones negativas al género masculino y presentar al género femenino como el vulnerable todo el tiempo, me parece que lo único que generan es más la manipulación de la información y el disgusto y apatía por parte de la gran mayoría de los hombres por interesarse en este tema. En la industria de la moda y del contenido para adultos, las mujeres están muy por encima de los hombres en ingresos y eso creo no lo abordan ni lo abordarán por dar un ejemplo. Las mujeres tienen la opción de tomar trabajos pesados y mortales que suelen ser realizados por hombres, y es muy claro que no lo harían...

Hablan tanto de igualdad pero incluso entre los mismos hombres no existe esa igualdad. Las personas con poder pueden eludir la justicia, los países mismos pueden eludir sus responsabilidades con esto me refiero a que un país como EE. UU logró gran parte de su riqueza por los conflictos bélicos y posesión de tierras al meterse con países pequeños y débiles como México. Si vemos las estadísticas, EE. UU. ha contaminado (emisiones de dióxido de carbono) más en toda su historia que lo que lleva China u otros países en vías de desarrollo. Perdón por desviarme un poco del tema. El punto es que si fueran más neutrales con esto de la perspectiva de género, acercarían a todos sin importar si son mujeres u hombres a conocer lo que se menciona en el vídeo.",trata especialment mujer imposici realment ideolog dichoso feminismo mejor vivir xico castiguen delito sirva ejemplo potencial agresor consideren ning acto atent integridad individuo quedar impun obvio busca prevenir acto violencia mejor educaci convenc cuanto hombr realicen agresion mujer vayan lejo estigmatizar nero menospreciar vida hombr morir situaci parecida importancia vida mujer asesinada crimen pasion sentiment gust llegaron part analizar diferencia hombr mujer claro diferencia biol gica role social supon deber amo vivir condicion igualdad derecho justicia momento peso seguridad integridad mujer igualdad romp privilegiando seguridad nero vulnerabilidad cansan hablar igualdad atribuirl aspecto negativo cuanto hombr nero ctica creaci ley podr crear diferencia verdad buscar castigar delito justicia aplic igual pen perspectiva nero neutral momento empiezan darl connotacion negativa nero masculino presentar nero femenino vulner tiempo parec nico generan manipulaci informaci disgusto apat part gran mayor hombr interesars tema industria moda contenido adulto mujer encima hombr ingreso creo abordan abordar ejemplo mujer opci tomar trabajo pesado mortal suelen realizado hombr claro hablan igualdad incluso mismo hombr exist igualdad persona poder pueden eludir justicia mismo pueden eludir responsabilidad refiero logr gran part riqueza conflicto lico posesi tierra meters pequ bile xico vemo stica contaminado emision xido carbono toda historia lleva china desarrollo perd desviarm tema punto neutral perspectiva nero acercar importar mujer hombr conoc menciona,[0. 0. 0. ... 0. 0. 0.],-1.0
3181,3181,9mH4I5HUK14,UC62FkcpQn3qUw2OjLzWuHtA,"Ya saben, si viven en Medio oriente 🤷🏻‍♂️
Afortunadamente en occidente eso no pasa 😉",saben viven medio orient afortunadament occident pasa,[0. 0. 0. ... 0. 0. 0.],0.0
3182,3182,9mH4I5HUK14,UCO91Dl5mgfq2d2IBt0CTVoA,"si es un espacio echo por mujeres para mujeres no importan todas las voces, solo importa si naciste mujer. En Argentina se reformo el codigo penal ""con perespectiva de genero"" quiere decir que si ella denuncia se le cree sin ninguna prueba siempre y cuando el acusado haya nacido hombre. Fijate como el video hace un 50% donde habla de igualdad, pero dedica el siguiente 50% a  victimizar a la mujer ""por ser mujer"". Todos sus relatos despues del 50% finalizan diciendo ""hacia las mujeres""...eso es un relato discriminatorio y no se puede usar para analizar la realidad por valores ""estadisticos"" que no se sabe la veracidad de sus fuentes. Cuando dice ""donde las mujeres estamos siendo discriminadas en muchos ambitos"" preguntense cuantas veces fueron obligadas a ir a una guerra. Yo te puedo decir ""la mayoria de los crimenes se realizan en barrios humildes"". Eso no sirve para estudiar la realidad, porque que seas de un barrio humilde no te aproxima a ser un criminal por mas real que sean los numeros. Dejen de mirar estos videos donde promueven la desigualdad y razonen lo que estan escuchando por favor. Encima a lo ultimo dice ""libre de prejuicios"" y demoniza a los varones dentro del hogar...sin mas que decir, que ""lindo videito"" para los que no tienen neuronas. Es maravilloso, pero en menos de 4 minutos ya hay contradicciones, esta esterotipando a los empleadores como patriarcales que le pagan menos a las mujeres y habla de una lucha contra los esterotipos. OK, ya hable demasiado. bye",espacio echo mujer mujer importan toda voce solo importa nacist mujer argentina reformo codigo penal perespectiva genero quier decir denuncia cree ninguna prueba siempr acusado nacido hombr fijat video hace habla igualdad dedica siguient victimizar mujer mujer relato despu finalizan diciendo hacia mujer relato discriminatorio pued usar analizar realidad valor estadistico sabe veracidad fuent dice mujer siendo discriminada ambito preguntens cuanta vece obligada guerra puedo decir mayoria crimen realizan barrio humild sirv estudiar realidad barrio humild aproxima crimin real numero dejen mirar video promueven desigualdad razonen estan escuchando favor encima ultimo dice libr prejuicio demoniza varon dentro hogar decir lindo videito neurona maravilloso meno minuto contradiccion esterotipando empleador patriarcal pagan meno mujer habla lucha esterotipo habl demasiado,[0. 0. 0. ... 0. 0. 0.],0.0
3183,3183,9mH4I5HUK14,UCO91Dl5mgfq2d2IBt0CTVoA,"es para poner ante la ley a la mujer en ventaja contra el hombre...y si no aplica ""perspectiva de genero"" el juez es ""machista, misoginio y patricarcal""....es la busqueda de la desigualdad entre sexos. Es un eufemismo",poner mujer ventaja hombr aplica perspectiva genero juez machista misoginio patricarc busqueda desigualdad sexo eufemismo,[0. 0. 0. ... 0. 0. 0.],-1.0
3184,3184,9mH4I5HUK14,UCalX1LEOywpLKXn-1lbB79A,"porque llamarle perspectiva de genero, si simplemente es igualdad de genero??? esta mal su video",llamarl perspectiva genero simplement igualdad genero video,[0. 0. 0. ... 0. 0. 0.],0.0
3185,3185,9mH4I5HUK14,UCG1jVebqNu-SiR4U-pdpYcg,"Excelente video, muy bien explicado.",excelent video bien explicado,[0. 0. 0. ... 0. 0. 0.],1.0
3186,3186,9mH4I5HUK14,UCqgQMUfi9Dadqsmim2AlXUw,"aver si entendi , ami como niño me educaron distinto que a mi hermana, obio que es asi porque somos distintos, mi padre jamas me dijo como tendria que comportarme, porque se la pasaba trabajando para que mi y mis hermanos nos nos faltara nada, y si me gustaron las mujeres no es porque me educaron asi, simplemente ocurrio de un dia al otro ,es mas recuerdo cuando una mujer voluptuosa me era indiferente, y cortenla con el tema de que el hombre tiene pribilegios por sobre las mujeres, cada uno logra su meta dependiendo de cuanto se esfuerze para lograrlo, si bien es cierto que el hombre tiene mayor fortaleza  fisica , la mujer tambien puede manupular a los hombres con su sexualidad a la cual los hombres somos mas suceptibles o me van a decir que no hay mujeres que son capas de lograr lo que quieran seduciendo a los hombres.",aver entendi educaron distinto hermana obio distinto padr jama dijo tendria comportarm pasaba trabajando hermano faltara gustaron mujer educaron simplement ocurrio recuerdo mujer voluptuosa indiferent cortenla tema hombr pribilegio mujer cada logra meta dependiendo cuanto esfuerz lograrlo bien cierto hombr mayor fortaleza fisica mujer tambien pued manupular hombr sexualidad hombr sucept decir mujer capa lograr quieran seduciendo hombr,[0. 0. 0. ... 0. 0. 0.],0.0
3187,3187,9mH4I5HUK14,UCGFj0RsyCGIjlgeo_5cZzvg,"01:11: ¿Cuál es la proporción de personas intersexuales en nuestra sociedad? Yo creo que se habla poco de lo intersexual, pues debe ser una minoría muy mínima la que presenta esta condición o característica",proporci persona intersexual sociedad creo habla intersexu pue debe minor nima presenta condici caract stica,[0. 0. 0. ... 0. 0. 0.],0.0
3188,3188,9mH4I5HUK14,UCGFj0RsyCGIjlgeo_5cZzvg,"Pregunta: si las mujeres en la actualidad, se ""autoperciben"" como hombres, ¿se acabaría el problema?",pregunta mujer actualidad autoperciben hombr acabar problema,[0. 0. 0. ... 0. 0. 0.],0.0
3189,3189,9mH4I5HUK14,UCGFj0RsyCGIjlgeo_5cZzvg,Ideologia de género ¿Donde está la diferencia?,ideologia nero diferencia,[0. 0. 0. ... 0. 0. 0.],0.0
3190,3190,9mH4I5HUK14,UC725lcYQ1N2O48GHFieVFlQ,Si las mujeres ganan menos q los hombres por el mismo trabajo... Pq las empresas no contratan sólo mujeres para gastar menos en fuerza laboral? 🤔,mujer ganan meno hombr mismo trabajo empresa contratan mujer gastar meno fuerza labor,[0. 0. 0. ... 0. 0. 0.],-1.0
3191,3191,9mH4I5HUK14,UCrKUttSt-DTL6iB2nbkKlfw,ni ellos de los cree la boludes que dicen,cree bolud dicen,[0. 0. 0. ... 0. 0. 0.],-1.0
3192,3192,9mH4I5HUK14,UC0SPdrsuawJhvmtZ8uw_etw,"Lo único que les digo es: con mis hijos no metas. 
Cree lo que te de la gana, en el patriarcado y en la tierra plana si quieres, pero con mis hijos no te metas.",nico digo hijo meta cree gana patriarcado tierra plana quier hijo meta,[0. 0. 0. ... 0. 0. 0.],0.0
3193,3193,9mH4I5HUK14,UCUnHa8OCsXKafqSK-I-wfhQ,"Cómo se indica al inicio del vídeo ""hecho para las Mujeres hecho por Mujeres"" En la práctica solo beneficia a la Mujeres, quitando derechos al Hombre, para tener ""una igualdad de derechos"". Que sepa Todos indistinto del género tenemos los mismos Derechos.  Al Hombre se le quita el derecho principal que es la presunción de inocencia. Poniendo casos particulares, como ejemplos .. para crear leyes Generales.",indica inicio hecho mujer hecho mujer ctica solo beneficia mujer quitando derecho hombr tener igualdad derecho sepa indistinto nero mismo derecho hombr quita derecho princip presunci inocencia poniendo caso particular ejemplo crear ley general,[0. 0. 0. ... 0. 0. 0.],0.0
3194,3194,845XnA2BFKo,UCnh3VxUNDaiQhiuol39zPrA,"Por un caso ocurrido en mi familia conozco perfectamente la aplicación de ésta infame ley gracias a la cual una juez del juzgado de instrucción número 20 de Barcelona ha dejado libre de cargos, sin condena ni responsabilidad civil o penal alguna a una auténtica monstruo, sociopata delincuente que durante años maltrató física y psicológicamente de manera brutal a tres de sus hijos dejando en ellos secuelas irreparables, el truco consistió en alegar que lo hizo porque su pareja la maltrataba psicológicamente, si ésto es lo que la sociedad española y los medios de comunicación aplauden sin sentir bochorno sin lugar a dudas nos encontramos en el país con menos conciencia del planeta.",caso ocurrido familia conozco perfectament aplicaci infam gracia juez juzgado instrucci mero barcelona dejado libr cargo condena responsabilidad civil penal alguna ntica monstruo sociopata delincuent maltrat sica psicol gicament manera brutal tre hijo dejando secuela irrepar truco consisti alegar hizo pareja maltrataba psicol gicament sociedad espa medio comunicaci aplauden sentir bochorno lugar duda encontramo meno conciencia planeta,[0. 0. 0. ... 0. 0. 0.],-1.0
3195,3195,845XnA2BFKo,UC5FXyPMqbp2DQGofUKi_toA,"propaganda de VOX y su deseo de volver a las cavernas, no podía ser de otro modo!",propaganda deseo volver caverna modo,[0. 0. 0. ... 0. 0. 0.],0.0
3196,3196,845XnA2BFKo,UCarh_H5Gvh66fg518pkgGSw,"Esta ahí porque comulga con vuestros machismos, hipocresías, cinismos y dobles varas de medir. Las subvenciones también las reciben autónomos, agricultores, asesinos de animales, fundaciones religiosas, Iglesia m ganaderos, televisiones, etc. Jetas, caraduras e hipócritas, desde 2.005 hasta día de hoy han sido asesinadas 1.026 mujeres.",comulga machismo hipocr cinismo dobl vara medir subvencion tambi reciben nomo agricultor asesino animal fundacion religiosa iglesia ganadero television jeta caradura crita sido asesinada mujer,[0. 0. 0. ... 0. 0. 0.],-1.0
3197,3197,845XnA2BFKo,UC5FQ_I_pxdfTiODogb7M9DA,Ojalá nos den información objetiva y no fusionada con sus ideales :/,ojal informaci objetiva fusionada ideal,[0. 0. 0. ... 0. 0. 0.],0.0
3198,3198,845XnA2BFKo,UCQKtH00EVKvcUp6wXwyylfQ,"A parte de ser abogada y entender mucho de derecho que no lo dudo!!! Estudia un poquito de psicología hija mía! Que te hace falta, Te invito a aprender más sobre el ciclo de violencia  y entenderás porque una persona víctima de violencia no puede esperar a recibir ayuda a que el juicio declare culpable o no a la otra parte,    Ese decreto del se hablas hace que las victimas puedan salir de ese círculo con mayor facilidad. 🤦🏻‍♀️ cuando una persona se pone totalmente radical hacia un bando o una postura, a mi juicio pierde toda la razón. FUERA RADICALISMOS del tipo que sean!",part abogada entend derecho dudo estudia poquito psicolog hija hace falta invito aprend ciclo violencia entend persona ctima violencia pued esperar recibir ayuda juicio declar culpabl part decreto habla hace victima puedan salir rculo mayor facilidad persona pone totalment radic hacia bando postura juicio pierd toda radicalismo tipo,[0. 0. 0. ... 0. 0. 0.],0.0
3199,3199,845XnA2BFKo,UCr5bAGwMxLSjtTlaS6FMedg,"""España ya no es machista"". Cada vez que salgo a correr me gritan cosas, me pitan, me silban y me miran de arriba abajo ni si quiera esforzandose en disimularlo... si eso no es machismo, ¿enonces qué es?",espa machista cada salgo correr gritan cosa pitan silban miran arriba abajo quiera esforzandos disimularlo machismo enonc,[0. 0. 0. ... 0. 0. 0.],-1.0
3200,3200,845XnA2BFKo,UCw-Ql3AU43MYectTXjxU9Nw,Feminismo=cancer,feminismo cancer,[0. 0. 0. ... 0. 0. 0.],-1.0
3201,3201,845XnA2BFKo,UCDcAYWda6y5Xi1BDwRUuiVg,Vox es el partido contra las feminazis.,partido feminazi,[0. 0. 0. ... 0. 0. 0.],-1.0
3202,3202,845XnA2BFKo,UCIBCRiEEQ4WX9UyFkSuOZ2g,tio estas poniendo videos muy biejos ya... tienes que actualizarte,poniendo video biejo actualizart,[0. 0. 0. ... 0. 0. 0.],0.0
3203,3203,845XnA2BFKo,UCFk6bbTxdC3GBQmnHlqYopA,"Genial, destroza muchas falacias feminazis",genial destroza mucha falacia feminazi,[0. 0. 0. ... 0. 0. 0.],-1.0
3204,3204,845XnA2BFKo,UCJvaNZ6P4XI9SkihbU4qUzw,"Gracias Yobana por tu trabajo, un abrazo",gracia yobana trabajo abrazo,[0. 0. 0. ... 0. 0. 0.],0.0
3205,3205,845XnA2BFKo,UCJvaNZ6P4XI9SkihbU4qUzw,"Pocas visualizaciones, difundido, esto es información no lo que dan en la TV",poca visualizacion difundido informaci,[0. 0. 0. ... 0. 0. 0.],-1.0
3206,3206,845XnA2BFKo,UC5WoPFysqGgk1s9r9A7T7WQ,Tiene que acabar,acabar,[0. 0. 0. ... 0. 0. 0.],0.0
3207,3207,845XnA2BFKo,UC5WoPFysqGgk1s9r9A7T7WQ,Esta lacra se,lacra,[0. 0. 0. ... 0. 0. 0.],-1.0
3208,3208,ddLjiH75QlY,UCYOyftN2BE5uEt_11L9DNcQ,lo mejor del ministerio de igualdad es que ha acabado con podemos,mejor ministerio igualdad acabado podemo,[0. 0. 0. ... 0. 0. 0.],0.0
3209,3209,ddLjiH75QlY,UC8MFOx1ZYcu-0mTjjiHWcgg,El cuento adoctrinador!!! Que miedo 😲,cuento adoctrinador miedo,[0. 0. 0. ... 0. 0. 0.],-1.0
3210,3210,ddLjiH75QlY,UC9lvgE-moFTQDFiRfpb42Iw,"Que miedo da esta gente, habria que educar a los niños en casa.",miedo gent habria educar casa,[0. 0. 0. ... 0. 0. 0.],-1.0
3211,3211,ddLjiH75QlY,UCc1kc9B_VxMKR50jy_suMrQ,HAY MAS FOLCLORICAS DEMAGOGIAS Y POLITICA DE PARTIDO NI LA MINISTRA DE DERECHOS SOCIAL NO EXISTE Y SON ACTOS SYNONIMO DE LA SOLIDARIDAD NO EXISTE DERECHO SOCIAL LA SOLIDARIDAD ESPAŃOLA NO ES POLITICA ES VOLUNTARIA NO SABEN NADA DE POLITICA DEMOCRATICA SOLO ACTIVISTAS LA DEMOCRACIA ES UNA LUCHA GENERAL NO PARTIDISTAS UNA REPRESENTACION NACIONAL NADA DE INTERES PARTIDISTAS ASI ES LA DEMOCRACIA ES REPRESENTATIVA,folclorica demagogia politica partido ministra derecho social exist acto synonimo solidaridad exist derecho social solidaridad espa politica voluntaria saben politica democratica solo activista democracia lucha gener partidista representacion nacion inter partidista democracia representativa,[0. 0. 0. ... 0. 0. 0.],0.0
3212,3212,ddLjiH75QlY,UCySjY6nHtWB-vXwvaKLPcjQ,Docentes y arquitectos estan abducidos x la religion d izquierdas...,docent arquitecto estan abducido religion izquierda,[0. 0. 0. ... 0. 0. 0.],-1.0
3213,3213,ddLjiH75QlY,UC_4yckdIzsfRUfowFo9nDNQ,mucho hombre blandengue...,hombr blandengu,[0. 0. 0. ... 0. 0. 0.],-1.0
3214,3214,ddLjiH75QlY,UCY87MALh0uRt0RZ0jhvrodg,"ESTA ES LA EDUCACION QUE TIENEN LOS JOVENES HOY???NO SABEN NADA DE NADA,ESO ES TRISTE Y DA PENA POR LOS PADRES QUE NO ESTAN PENDIENTES PARA QUE HAYA HIJOS NORMALES,ESOS SON NIÑOS SIN HERVOR,NI SANGRE DE GORILA,VAYA M DE JUVENTUD.EN QUE SE GASTAN EL DINERO SUS PAPIS???EN CREAR RETRASADOS???😂😂😂😂😂😂😮😮😮",educacion joven saben trist pena padr estan pendient hijo normal hervor sangr gorila vaya juventud gastan dinero papi crear retrasado,[0. 0. 0. ... 0. 0. 0.],-1.0
3215,3215,ddLjiH75QlY,UC_FQd3OgM2JhaOqU9IDW2eA,Las mujeres victimas de violencia de genero son MINORIA entre las mujeres en España. Segun eso no deberia existir el 016 porque son menos las mujeres que son victimas que las que no,mujer victima violencia genero minoria mujer espa segun deberia existir meno mujer victima,[0. 0. 0. ... 0. 0. 0.],-1.0
3216,3216,ddLjiH75QlY,UCbZxDG1HK2z6S9TMsKhSplg,pobrecita que mal se lo  ha tomado ya veras cuando se entere que los reyes son los padres....,pobrecita tomado vera enter rey padr,[0. 0. 0. ... 0. 0. 0.],-1.0
3217,3217,ddLjiH75QlY,UC_FQd3OgM2JhaOqU9IDW2eA,Estaba tan metida que no sabe ni siquiera lo que significa violencia de genero,metida sabe siquiera significa violencia genero,[0. 0. 0. ... 0. 0. 0.],0.0
3218,3218,ddLjiH75QlY,UCjy_kLeV8DfqNXt2OtiPLww,pepuca acabo enculade,pepuca acabo enculad,[0. 0. 0. ... 0. 0. 0.],-1.0
3219,3219,ddLjiH75QlY,UCNgt0FW-JYumXJoWDrVGH6g,"este video me pone mala, lo he tenido que quitar de la rabia que dan",video pone mala quitar rabia,[0. 0. 0. ... 0. 0. 0.],-1.0
3220,3220,ddLjiH75QlY,UCLNAQ2eJNixHDGYNcOmWjhg,"La primera mujer si está bien informada si,pero del discurso feminista el resto ni existe para ella",primera mujer bien informada discurso feminista resto exist,[0. 0. 0. ... 0. 0. 0.],1.0
3221,3221,ddLjiH75QlY,UCJb2CY-vLUqSz4hvVMza3yw,"Que si, es como si te dan una chapa enorme de como deberian cuidar a los animales, pero si les preguntas que come, yo que se, el burro, te diran que chinchetas, todo muy loco.",chapa enorm deberian cuidar animal pregunta come burro diran chincheta loco,[0. 0. 0. ... 0. 0. 0.],0.0
3222,3222,ddLjiH75QlY,UC0CrT5a6LI-jH7IVKBOmHIA,Es alucinante la amnesia que tiene la gente. Cómo era nuestra vida antes de que existiera el ministerio de igualdad? Yo no recuerdo estar con el mocho y en la cocina todo el día.,alucinant amnesia gent vida existiera ministerio igualdad recuerdo mocho cocina,[0. 0. 0. ... 0. 0. 0.],-1.0
3223,3223,ddLjiH75QlY,UC-xP_qcgVMu5y6L1VadmKig,Me parece fascinante como hay mas mujeres que están a favor de que se apliquen leyes a ambos géneros en lugar de solo a mujeres que lo propios hombres. Es surrealista,parec fascinant mujer favor apliquen ley ambo nero lugar solo mujer propio hombr surrealista,[0. 0. 0. ... 0. 0. 0.],0.0
3224,3224,ddLjiH75QlY,UCLNIf-2VYbAMfzjz1PYgIgA,"La tia del principio es una loca femnista, se le ve con sus gestos, el pavo no sabe donde está metido, pero habla con miedo.",principio loca femnista gesto pavo sabe metido habla miedo,[0. 0. 0. ... 0. 0. 0.],-1.0
3225,3225,ddLjiH75QlY,UC2L_KPLl8eISw6rkiRZnJww,No es una derrota de la derecha porque la derecha está en el ajo también. La derecha también va a utilizar el entramado feminista para colocar a sus estómagos agradecidos.,derrota derecha derecha tambi derecha tambi utilizar entramado feminista colocar mago agradecido,[0. 0. 0. ... 0. 0. 0.],0.0
3226,3226,ddLjiH75QlY,UCetCo-pHojO-q0Q-6hTvhMA,"Mujeres agredidas por mukeres, hombres por hombres y mujeres por hombres es 20%, ¿Seguro? ¿O es lo que sabemos?",mujer agredida muker hombr hombr mujer hombr seguro sabemo,[0. 0. 0. ... 0. 0. 0.],0.0
3227,3227,ddLjiH75QlY,UCx-hGJv0ud6C-htrmtovM9g,"😂Como latino que soy, no puedo entender como España paso de ser una Nacion biril, conquistadora eh imponente a una sociedad miedosa que voluntariamente se sometio a la castracion y a unos politicos y unes activistes inutiles que los tienen acojonados, como cambian las cosas.",latino puedo entend espa paso nacion biril conquistadora imponent sociedad miedosa voluntariament sometio castracion politico une activist inutil acojonado cambian cosa,[0. 0. 0. ... 0. 0. 0.],-1.0
3228,3228,0g4F6GVn5KU,UCwaGf_PmgRCLXiaqgeqeXxQ,Que Escena Horribleee,escena horriblee,[0. 0. 0. ... 0. 0. 0.],-1.0
3229,3229,0g4F6GVn5KU,UCPnhgunSN8XfxFsNfyKKpJQ,Excelente actriz. Bastante perturbador.,excelent actriz bastant perturbador,[0. 0. 0. ... 0. 0. 0.],1.0
3230,3230,0g4F6GVn5KU,UCQqfpLG8jizLAC8upEoQGGw,Como se llama  esta película,llama cula,[0. 0. 0. ... 0. 0. 0.],0.0
3231,3231,0g4F6GVn5KU,UCyEO2EWGT2__ifZxWTwB2jA,Pareciera que sólo fuera un corto,pareciera corto,[0. 0. 0. ... 0. 0. 0.],0.0
3232,3232,0g4F6GVn5KU,UCSMVzpyMGB92UiUYMNLJRcg,Cómo deberían morir x esas mismas mujeres. Golpeados q rueguen y mueran,deber morir misma mujer golpeado rueguen mueran,[0. 0. 0. ... 0. 0. 0.],-1.0
3233,3233,0g4F6GVn5KU,UCEjsXhZHdM-Aamhu7r6r8mQ,Nombre de la película por favor,nombr cula favor,[0. 0. 0. ... 0. 0. 0.],0.0
3234,3234,0g4F6GVn5KU,UCjTukAgHMXHU7X7k1qMvTQw,Cortar las manos sería una solucion,cortar mano solucion,[0. 0. 0. ... 0. 0. 0.],0.0
3235,3235,0g4F6GVn5KU,UCx10cB8z1_6PEKoXtTg0OmQ,"como se llama la pelicula gracias 
",llama pelicula gracia,[0. 0. 0. ... 0. 0. 0.],1.0
3236,3236,4qhrZ6QJ0_E,UCAn5-DXGa99QtcmiYokyDKQ,Viva el chocolate 😁,viva chocol,[0. 0. 0. ... 0. 0. 0.],1.0
3237,3237,4qhrZ6QJ0_E,UCWLEozn9uiKLrcwJ-kF9Rog,"Mi via de escape era la lectura, hasta hoy lo es. Impresionante que desde que vivo en un pais seguro y lejos del estres con el que viví por años, he dejado de leer. Hasta hoy me doy cuenta porqué.",escap lectura impresionant vivo pai seguro lejo estr dejado leer cuenta porqu,[0. 0. 0. ... 0. 0. 0.],0.0
3238,3238,4qhrZ6QJ0_E,UCzEfONf1T1wRA37iidgv_Yg,❤amo❤ le pega justo al hueso ...🌹,pega justo hueso,[0. 0. 0. ... 0. 0. 0.],0.0
3239,3239,4qhrZ6QJ0_E,UCK4XLMV00B8sG5Sis2nGNjw,Por favor 🙏 el vídeo completo,favor completo,[0. 0. 0. ... 0. 0. 0.],0.0
3240,3240,4qhrZ6QJ0_E,UCBFpY_ZQ9k-2EwMaITzzbFw,Mi mamá cerraba esa vía de escape a puro chanclazo y allí se quedó bien cerradita,cerraba escap puro chanclazo qu bien cerradita,[0. 0. 0. ... 0. 0. 0.],0.0
3241,3241,4qhrZ6QJ0_E,UCK4XLMV00B8sG5Sis2nGNjw,Necesito el vídeo completo 🙏,necesito completo,[0. 0. 0. ... 0. 0. 0.],0.0
3242,3242,4qhrZ6QJ0_E,UChMg_SxS5UpZuxkFMlihjmw,"osea que no hay reparacion 
estamos condenados¡¡¡",osea reparacion condenado,[0. 0. 0. ... 0. 0. 0.],0.0
