,Unnamed: 0,video_id,author,comment,comment_stem,vectores_tfidf,sentiment
4275,4275,y937k33n7Q0,UC7_NtmPSwIuOqgyNdZNGmtw,El único príncipe que me gusta es el  de Bequeler. Porque es de chocolate y te lo puedes comer,nico ncipe gusta bequel chocol pued comer,[0. 0. 0. ... 0. 0. 0.],0.0
4276,4276,y937k33n7Q0,UCDf_6yhahLnhSXuC39i362w,"Felipe la caga al final con lo del ""minuto de gloria""",felip caga final minuto gloria,[0. 0. 0. ... 0. 0. 0.],1.0
4277,4277,y937k33n7Q0,UCZL1PmuvMIUh4NKZoGWSqzQ,Viva la Monarquía,viva monarqu,[0. 0. 0. ... 0. 0. 0.],1.0
4278,4278,y937k33n7Q0,UCCzMClM82Pb51iH29st2QiA,"Es una pena que en un país de el siglo 21 haya rey, los Reyes ya son agua pasada,Viva la República!",pena siglo rey agua pasada viva blica,[0. 0. 0. ... 0. 0. 0.],-1.0
4279,4279,y937k33n7Q0,UCCzMClM82Pb51iH29st2QiA,El rey está asustafo,asustafo,[0. 0. 0. ... 0. 0. 0.],0.0
4280,4280,y937k33n7Q0,UCS-nsJLKmBuKVBsSkAlSVcg,Y 40 años de falsa democracia ilegales  después nacionalismos paro corrupción terrorismo y terrorismo de estado estratosferica inflación desmedida pobreza crisis reducción de salarios.Otto von bismarck cuando le preguntaron cuál es el país más fuerte y resistente del mundo dijo sin pensarlo españa los españoles intentan autodestruirse siempre y ya en la antigua roma y Grecia cuando llegaron a la península dijeron aquí hay muy buena gente amable hospitaliria trabajadora pero con unos gobernantes que son unos inútiles,falsa democracia ilegal despu nacionalismo paro corrupci terrorismo terrorismo estratosferica inflaci desmedida pobreza crisi reducci salario otto bismarck preguntaron fuert resistent mundo dijo pensarlo espa espa ole intentan autodestruirs siempr antigua roma grecia llegaron nsula dijeron buena gent amabl hospitaliria trabajadora gobernant tile,[0. 0. 0. ... 0. 0. 0.],-1.0
4281,4281,y937k33n7Q0,UCaEs1vH1-lXZc2VQ8XUNNmQ,Lamentablemente vivimos en una dictadura neofranquista,lamentablement vivimo dictadura neofranquista,[0. 0. 0. ... 0. 0. 0.],-1.0
4282,4282,y937k33n7Q0,UCCTC81yUg1fZ_yXmW5VJ4EA,Que coño se ha creido el funcionario este!!! FUERA CHAVAL FUERA!!!,creido funcionario chaval,[0. 0. 0. ... 0. 0. 0.],-1.0
4283,4283,y937k33n7Q0,UCICSpICANaxPLrvPJsprZRQ,"Se encara? yo creo que ha hablado en un tono bastante relajado. Dice que quiere dejar de ser súbdita , yo creo que lo que quiere es cambiar de autoridad, al fin y al cabo siempre seremos súbditos de algo o alguien.",encara creo hablado tono bastant relajado dice quier dejar bdita creo quier cambiar autoridad cabo siempr bdito alguien,[0. 0. 0. ... 0. 0. 0.],0.0
4284,4284,y937k33n7Q0,UCu_dWQKU23ksi9TJ3CAjj9g,Me gustaria ver a los reyes trabajar de verdad seguro que no hacen una mierda lo unico que hace es pasearse mira mira soy el rey,gustaria rey trabajar verdad seguro hacen mierda unico hace pasears mira mira,[0. 0. 0. ... 0. 0. 0.],-1.0
4285,4285,y937k33n7Q0,UCupiqBsBU1xZIARRMOo6AYw,Que grande esta tía!!  Ahi con un par de ovarios!!!! 👏👏👏 Si lees esto algun día GRACIAS!!!,grand ovario lee algun gracia,[0. 0. 0. ... 0. 0. 0.],0.0
4286,4286,y937k33n7Q0,UCUy06sPpEruJ5uIut4OmALw,Es el unico problema que tienes en la vida??? Que asco los falderos.,unico problema vida asco faldero,[0. 0. 0. ... 0. 0. 0.],-1.0
4287,4287,y937k33n7Q0,UCVZczXxGS1j_NfeSTEXYuug,Una ciudadana valiente rodeada de gansters enfrentándose al Padrino.,ciudadana valient rodeada ganster enfrent ndose padrino,[0. 0. 0. ... 0. 0. 0.],0.0
4288,4288,y937k33n7Q0,UCm4Juu8hkrxosDxEurvYvBg,Su minuto de gloria? la vida de gloria que te estas pegando tu y tu familia acosta del sudor del pueblo. y eso de democracia? perdona sr con corbata se llama gobierno representativo¡,minuto gloria vida gloria pegando familia acosta sudor pueblo democracia perdona corbata llama gobierno representativo,[0. 0. 0. ... 0. 0. 0.],1.0
4289,4289,y937k33n7Q0,UCBQHBapLTJ-m359deJKE0ow,"Ole tu, me quito el sombrero con esta mujer!!!! Tus palabras son las de millones de español@s a los que no quieren escuchar. 👏👏",quito sombrero mujer palabra millon espa quieren escuchar,[0. 0. 0. ... 0. 0. 0.],0.0
4290,4290,90H1JvKT5tI,UCuet2cTMtieQxGOFtwpUCLA,"Con Carlos V y Fernando VII (Borbones) comienza la decadencia del Imperio Español, sí, pero te faltó cerrar que el dictador Pedro Sánchez (con la inacción del Borbón Felipe VI afín a la agenda 2030) culminó la división y destrucción de España, su ruina (el país con más deuda y paro de Europa), y el fin de la Constitución del 78,nuestros derechos y libertades, castigando a su población, prohibiendo manifestarse e incluso rezar, sacando voladores de las cárceles con sus leyes ""feministas"" y facilitando la okupación y la inmigración ilegal magrebí subiendo la criminalidad y violaciones a máximos históricos con un inventado e inútil ministerio de igualdad que cuesta casi 600 millones de euros al año, y récord de ministerios (de 13 del Pp a 21! socialcomunista), censurando a quienes defienden la unidad de España, la Carta Magna y la libertad, etc",carlo fernando borbon comienza decadencia imperio espa falt cerrar dictador pedro nchez inacci borb felip agenda culmin divisi destrucci espa ruina deuda paro europa constituci derecho libertad castigando poblaci prohibiendo manifestars incluso rezar sacando volador rcele ley feminista facilitando okupaci inmigraci ileg magreb subiendo criminalidad violacion ximo hist rico inventado ministerio igualdad cuesta casi millon euro cord ministerio socialcomunista censurando defienden unidad espa carta magna libertad,[0. 0. 0. ... 0. 0. 0.],-1.0
4291,4291,90H1JvKT5tI,UC0Jxe2K-AwFOewUO5z9mxjw,"Nuestro gobierno está poniendo a tantas familias en situaciones difíciles, usted me ha ayudado mucho a mí y a mi familia, Sra. Gwen Roberts, imagínese invertir $ 1,000 y recibir $ 5,200 en unos días.",gobierno poniendo tanta familia situacion cile ust ayudado familia gwen robert imag nese invertir recibir,[0. 0. 0. ... 0. 0. 0.],0.0
4292,4292,90H1JvKT5tI,UC25He4C7E-lH5IaMjcOgjVA,"Nuestro gobierno está poniendo a tantas familias en situaciones difíciles, usted me ha ayudado mucho a mí y a mi familia, Sra. Gwen Roberts, imagínese invertir $ 1,000 y recibir $ 5,200 en unos días.",gobierno poniendo tanta familia situacion cile ust ayudado familia gwen robert imag nese invertir recibir,[0. 0. 0. ... 0. 0. 0.],0.0
4293,4293,90H1JvKT5tI,UC2g0GQs05785_ds9_JTuHBg,Joder tío viva España y la tino landia,joder viva espa tino landia,[0. 0. 0. ... 0. 0. 0.],1.0
4294,4294,90H1JvKT5tI,UCczYoADDUbL5pT-u1zONg1w,Somos unos perdedores,perdedor,[0. 0. 0. ... 0. 0. 0.],0.0
4295,4295,90H1JvKT5tI,UCHLMPjq2bwptHMkZUQvKcIw,Excelente trabajo. Gracias!,excelent trabajo gracia,[0. 0. 0. ... 0. 0. 0.],1.0
4296,4296,90H1JvKT5tI,UCkuvZukbAnAr5JLEF7IOA0Q,"Muy bien video! Solo comentar un error: la capital de la Bética romana era Corduba, no Hispalis como aparece en tu mapa.",bien video solo comentar error capit tica romana corduba hispali aparec mapa,[0. 0. 0. ... 0. 0. 0.],0.0
4297,4297,90H1JvKT5tI,UCm9QqXMDMcy8HkMPI-ASpVQ,Pregunta cual es el papel que juega el cid?,pregunta papel juega,[0. 0. 0. ... 0. 0. 0.],0.0
4298,4298,90H1JvKT5tI,UCWXpGFqmMXwMrT0VGyCay7w,"Carlo |||:no
Calos |||:si",carlo calo,[0. 0. 0. ... 0. 0. 0.],0.0
4299,4299,90H1JvKT5tI,UCoQjKWHqI5ITxFFecHbhlww,Que paso con Zaragoza de dónde vienen mis abuelos 😢😢en 1935 solo kiero saber que paso con su ciudad... Ellos vivían en un pueblo. Pero mi abuela se quedó Ai danos más historia de ese lugar por favor gracias ❤❤😊,paso zaragoza vienen abuelo solo kiero saber paso ciudad pueblo abuela qu dano historia lugar favor gracia,[0. 0. 0. ... 0. 0. 0.],0.0
4300,4300,90H1JvKT5tI,UCaDwApHdh4K50iHVMU_Y03A,"¿Que el Reino de León desaparece? pero si sigue vigente actualmente!!! Los territorios aproximados que formaron dicho reino fueron reconsiderados como región en el siglo XIX por medio del Real Decreto del 30 de noviembre de 1833, en la que se definió la moderna demarcación territorial española. La región de León quedó dividida en las modernas provincias de León, Salamanca y Zamora.",reino desaparec sigu vigent actualment territorio aproximado formaron dicho reino reconsiderado regi siglo medio real decreto noviembr defini moderna demarcaci territori espa regi qu dividida moderna provincia salamanca zamora,[0. 0. 0. ... 0. 0. 0.],0.0
4301,4301,90H1JvKT5tI,UCbsbFT1jLEsjXsuzkS7iU_Q,"Os voy a contar la historia de la República Catalana, con quince segundos me vale.",contar historia blica catalana quinc segundo vale,[0. 0. 0. ... 0. 0. 0.],0.0
4302,4302,90H1JvKT5tI,UCzdT7AcTk76qQ01F_3Ga6xA,N.P.I.,,[0. 0. 0. ... 0. 0. 0.],
4303,4303,90H1JvKT5tI,UC7fWAgzAyBmM2tJJLoEHnbg,"Pues se te olvidó mencionar que en 1714, durante la guerra de Borbones y Austrias, el condado de Barcelona resistió en un asedio de 3 años a la ciudad de Barcelona. El independentismo Catalán tiene historia. Y como se ve en el resumen, los reyes ""de España"" vienen todos de fuera. Ninguno es descendiente de Pelayo, que habria sido digno. Todos franceses o austriacos... Y los españoles cantando viva el rey... Aix.... En fin, interesante, pero incompleto. De todos modos un buen trabajo.",pue olvid mencionar guerra borbon austria condado barcelona resisti asedio ciudad barcelona independentismo catal historia resumen rey espa vienen ninguno descendient pelayo habria sido digno frances austriaco espa ole cantando viva interesant incompleto modo buen trabajo,[0. 0. 0. ... 0. 0. 0.],0.0
4304,4304,90H1JvKT5tI,UCGvYuqV9H_-r4VYZbsktObQ,"Puede ser esto cierto.
La Guerra Civil demostró ser un caldo de cultivo 
para cometer atrocidades en masa, llevadas a cabo por 
beligerantes ansiosos por erradicar a sus oponentes ideológicos. 
Aproximadamente 500,000 personas perdieron la vida en este conflicto.
 De ellos, aproximadamente 200,000 murieron como resultado de asesinatos sistemáticos, 
violencia de las turbas, tortura u otras brutalidades. Los anarquistas y otros radicales 
con frecuencia ventilaban su ira contra el clero católico, a quien consideraban un obstáculo para las reformas importantes.
 Casi 7,000 sacerdotes, frailes y monjas fueron asesinados, principalmente durante los primeros meses de la revuelta. 
Para mayo de 1937, la mayoría de los asesinatos en masa de sacerdotes, perpetrados por izquierdistas radicales, había disminuido. 
Las fuerzas franquistas también asesinaron 
a integrantes del clero de pensamiento liberal o lealistas.

Violencia extrema, brutalidad y una institución ""del terror""
Tras su llegada a América, Colón y sus hombres esclavizaron a muchos de los nativos y
 los trataron con extrema violencia y brutalidad, según History.com. 
Además de obligarlos a trabajar en su propio beneficio, envió a miles de ""indios"" taínos a España para venderlos, 
y muchos de ellos murieron durante el viaje. También mató a nativos en respuesta a una revuelta cuando era gobernador de 
lo que ahora es la República Dominicana y, 
para evitar una mayor rebelión, ordenó que exhibieran los cadáveres en un desfile por las calles.",pued cierto guerra civil demostr caldo cultivo comet atrocidad masa llevada cabo beligerant ansioso erradicar oponent ideol gico aproximadament persona perdieron vida conflicto aproximadament murieron resultado asesinato sistem tico violencia turba tortura brutalidad anarquista radical frecuencia ventilaban clero lico consideraban obst culo reforma important casi sacerdot frail monja asesinado principalment primero mese revuelta mayo mayor asesinato masa sacerdot perpetrado izquierdista radical disminuido fuerza franquista tambi asesinaron integrant clero pensamiento liber lealista violencia extrema brutalidad instituci terror tra llegada rica hombr esclavizaron nativo trataron extrema violencia brutalidad histori adem obligarlo trabajar propio beneficio envi mile indio espa venderlo murieron viaj tambi nativo respuesta revuelta gobernador ahora blica dominicana evitar mayor rebe orden exhibieran vere desfil call,[0. 0. 0. ... 0. 0. 0.],-1.0
4305,4305,90H1JvKT5tI,UCeEPp8B-144y6il-HLb0elA,Mesclados eso son los españoles mescla de vien razas 6:22,mesclado espa ole mescla vien raza,[0. 0. 0. ... 0. 0. 0.],0.0
4306,4306,90H1JvKT5tI,UClJ68KmJP2XU-rDpKJu11Mg,Que va. Hablas muy rápido... estresa y no enseñas así.,habla pido estresa ens,[0. 0. 0. ... 0. 0. 0.],-1.0
4307,4307,90H1JvKT5tI,UCJOxTQyHsIpcp4GnEylr9WQ,"Las Hispanias, confederadas en la Carta Magna dispuesta por los Reyes Catolicos, mediante los Pactos Fundacionales de Concordia, eran como una ecuación correctamente planteada, con resultados frutos de alcance planetário.

La España coronada en París por Luis XIV de Francia siempre ha sido como una ecuación continuamente mal planteada, con naturales resultados erróneos, generadores de continuos conflictos internos, que hicieron desaparecer todo lo grande generado por la confederación anterior.",hispania confederada carta magna dispuesta rey catolico mediant pacto fundacional concordia ecuaci correctament planteada resultado fruto alcanc planet espa coronada lui francia siempr sido ecuaci continuament planteada natural resultado neo generador continuo conflicto interno hicieron desaparec grand generado confederaci anterior,[0. 0. 0. ... 0. 0. 0.],0.0
4308,4308,90H1JvKT5tI,UCQuqh-w_lr_l_bnDoF4r4mw,Yo hubiera terminado el episodio comentando: y por fin España está en Paz gracias a dios y por los siglos de los siglos. 😊,terminado episodio comentando espa gracia dio siglo siglo,[0. 0. 0. ... 0. 0. 0.],0.0
4309,4309,90H1JvKT5tI,UCfgWYfhqcBv0roNfQ0sIkjA,no mencionaste nada de las Islas Canarias fechas ni nada.,mencionast isla canaria fecha,[0. 0. 0. ... 0. 0. 0.],0.0
4310,4310,V1zdeV-q5u8,UCv05qOuJ6Igbe-EyQibJgwQ,Si te gusta nuestro trabajo y quieres apoyarnos para que sigamos haciendo vídeos puedes hacerlo en www.patreon.com/academiaplay ☺️,gusta trabajo quier apoyarno sigamo haciendo deo pued hacerlo patreon academiaplay,[0. 0. 0. ... 0. 0. 0.],0.0
4311,4311,V1zdeV-q5u8,UCn2vwP00KlA5-aBCxDkzPUg,Viva la iglesia Católica,viva iglesia lica,[0. 0. 0. ... 0. 0. 0.],1.0
4312,4312,V1zdeV-q5u8,UC-SVuw5GIuPyIRsoT-ZTuyA,Tienes un parecido con la voz de Auron Play XD,parecido auron play,[0. 0. 0. ... 0. 0. 0.],0.0
4313,4313,V1zdeV-q5u8,UCXfHOHSfYh3emBz_SUntXtQ,"Hay que desasnar a este yuotuber
AQUI EN LA BIBLIA LA CÁRCEL SINONIMO DE REFORMAR, ARREGLAR, RECUPERAR, CORREGIR, LIMPIAR Y PARA SALVARNOS. OSEA ENTRE EL INFIERNO Y EL CIELO HAY OTRA OPCIÓN MAS QUE NOS MUESTRA JESUCRISTO QUE ES LA CÁRCEL.

Santa Biblia Reina Valera 1960 - Mateo 5
21 
Oísteis que fue dicho a los antiguos: No matarás; y cualquiera que matare será culpable de juicio.
22 Pero yo os digo que cualquiera que se enoje contra su hermano, será culpable de juicio; y cualquiera que diga: Necio, a su hermano, será culpable ante el concilio; y cualquiera que le diga: Fatuo, quedará expuesto al infierno de fuego.
23 Por tanto, si traes tu ofrenda al altar, y allí te acuerdas de que tu hermano tiene algo contra ti,
24 deja allí tu ofrenda delante del altar, y anda, reconcíliate primero con tu hermano, y entonces ven y presenta tu ofrenda.
25 Ponte de acuerdo con tu adversario pronto, entre tanto que estás con él en el camino, no sea que el adversario te entregue al juez, y el juez al alguacil, y seas echado en la cárcel.
26 De cierto te digo que no saldrás de allí, hasta que pagues el último cuadrante.",desasnar yuotub aqui biblia rcel sinonimo reformar arreglar recuperar corregir limpiar salvarno osea infierno cielo opci muestra jesucristo rcel santa biblia reina valera mateo stei dicho antiguo matar cualquiera matar culpabl juicio digo cualquiera enoj hermano culpabl juicio cualquiera diga necio hermano culpabl concilio cualquiera diga fatuo quedar expuesto infierno fuego trae ofrenda altar acuerda hermano deja ofrenda delant altar anda reconc liat primero hermano entonc presenta ofrenda pont acuerdo adversario pronto camino adversario entregu juez juez alguacil echado rcel cierto digo saldr pagu ltimo cuadrant,[0. 0. 0. ... 0. 0. 0.],0.0
4314,4314,V1zdeV-q5u8,UCHNda9CDev2caYKehAqAtpg,"1:00 valiente? Fue una basura, quien era el para cambiar algo? El debió obedecer a la Iglesia porque es católico porque es la Iglesia que fundó Jesucristo y punto. 
Es una basura y un malintencionado.",valient basura cambiar debi obedec iglesia lico iglesia fund jesucristo punto basura malintencionado,[0. 0. 0. ... 0. 0. 0.],-1.0
4315,4315,V1zdeV-q5u8,UCJMVEaySRTu3Zz_1U8wPHDQ,El purgatorio si existe aparece en el antiguo testamento..,purgatorio exist aparec antiguo testamento,[0. 0. 0. ... 0. 0. 0.],0.0
4316,4316,V1zdeV-q5u8,UCX-y6zWDV5EjoRgPKJkwkNg,"Si el protestantismo no trae propregso, porque las personas que lo practican tienen una vida mas llevadera, tranquila productiva y honesta? Muchos paises que son modelo a seguir como Suiza Los Alemanes, Los Nordicos son Evangelios. En cambio muchos paises que son Catolicos viven en en desesperacion, como Venezuela, Cuba, España e Italia",protestantismo trae propregso persona practican vida llevadera tranquila productiva honesta pais modelo seguir suiza aleman nordico evangelio cambio pais catolico viven desesperacion venezuela cuba espa italia,[0. 0. 0. ... 0. 0. 0.],0.0
4317,4317,V1zdeV-q5u8,UCGanGxLFWF0mYRiK6-XJUAQ,"En Colombia se llama, te lo digo con plastilina. Gracias por tu genial pedagogia❤",colombia llama digo plastilina gracia genial pedagogia,[0. 0. 0. ... 0. 0. 0.],1.0
4318,4318,V1zdeV-q5u8,UCGanGxLFWF0mYRiK6-XJUAQ,Pero ya sabemos que el purgatorio si aparece en las Sagradas Escrituras,sabemo purgatorio aparec sagrada escritura,[0. 0. 0. ... 0. 0. 0.],0.0
4319,4319,V1zdeV-q5u8,UCGanGxLFWF0mYRiK6-XJUAQ,"Ay Dios, todos quieren pasárselo por la galleta 😢",dio quieren rselo galleta,[0. 0. 0. ... 0. 0. 0.],0.0
