,video_id,author,comment,vectores_tfidf,comment_stem,sentiment
4355,0eTL4ikxPgg,UCmUVXl4-IYwaqEST4FlSiLg,"Hay que recordar que leyenda rosa española trata de culpar de todo a Bolivar intuyendo que este tenia propositos de dominar America algo totalmente dudoso y sin fundamento real ya que no se menciona como tal en la historia y solo lo dan por hecho. Pero si que Bolivar y muchos otros veian al ya decadente imperio español al cual Napoleon conquisto tan sencillamente como un lastre para America la cual alimentaba a la España Europea con sus recursos, e incluso a Inglaterra que robaba inumerables riquezas mediante corsarios de la corona a los buques españoles que transportaban dichos recursos desde America para España, misma causa de muchos movimientos revolucionarios que hubieron incluso mucho antes de Bolivar que veian de mala manera el mal uso de los recursos americanos en Europa donde llegaban tantas riquezas americanas que hasta tuvieron una devaluacion monetaria de la plata que llegaba a la peninsula. Tambien toman como desprestigio la intervencion inglesa cosa que era comun entre los imperios europeos involucrarse en los levantamientos coloniales de los imperios rivales como la ayuda de Francia a la independencia estadounidense por ejemplo y cientos de ejemplos similares, Por ultimo no hay que olvidar que varios imperios nombraban como ciudadanos a los habitantes de los pueblos sometidos obviamente de forma forzosa debido el sometimiento y no de buena gana. asi que no se puede nombrar como ""guerra civil"" a la lucha de un territorio conquistado que anhela la independencia de su conquistador.",[0. 0. 0. ... 0. 0. 0.],recordar leyenda rosa espa trata culpar bolivar intuyendo tenia proposito dominar america totalment dudoso fundamento real menciona historia solo hecho bolivar veian decadent imperio espa napoleon conquisto sencillament lastr america alimentaba espa europea recurso incluso inglaterra robaba inumer riqueza mediant corsario corona buqu espa ole transportaban dicho recurso america espa misma causa movimiento revolucionario incluso bolivar veian mala manera recurso americano europa llegaban tanta riqueza americana devaluacion monetaria plata llegaba peninsula tambien toman desprestigio intervencion inglesa cosa comun imperio europeo involucrars levantamiento colonial imperio rival ayuda francia independencia estadounidens ejemplo ciento ejemplo similar ultimo olvidar vario imperio nombraban ciudadano habitant pueblo sometido obviament forma forzosa debido sometimiento buena gana pued nombrar guerra civil lucha territorio conquistado anhela independencia conquistador,-1.0
4356,0eTL4ikxPgg,UCQx-s43K-xq5m7PeWxtpobQ,el malvado bolivar queria ser emperador de america  substituyendo al bien amado emperador español......,[0. 0. 0. ... 0. 0. 0.],malvado bolivar queria emperador america substituyendo bien amado emperador espa,-1.0
4364,0eTL4ikxPgg,UCwwms4QuIGk_L8zrCrU0Ekg,"Simón Bolivar  contestaría hoy 212 años después a tu generación de detractores suramericanos y españoles lo siguiente;
Simón Bolívar no tiene culpa del mediocre comportamiento irresponsables gestiones y accionar de las generaciones de suramericanos posteriores.
... Las regiones liberadas del imperio español tienen control hoy día de los gigantescos recursos naturales (Petróleos, gas, cobre, oro, agua, litio, plata, uranio, níquel, coltan, tierras abundantes para agricultura, cuencas desarrolladas para generación eléctrica, etc).  Sus ciudades y regiones hoy cuentan con infraestructuras y servicios en expansión continúa...

Yo impuse por decreto la pena capital contra funcionarios corruptos. Entendí que era la única forma de someter esta mala costumbre y sus nefastas consecuencias...

Yo apliqué toda mi fortuna heredada en la causa de la independencia y morí con camisa prestada...

Cuestionas mis decisiones durante la guerra que mi generación y yo libramos...
Te muestro datos estadísticos para que me compares con honestidad;
Las guerras (Europa) de Napoleón 3.5 millones de muertos. La guerra de secesión de USA 620.000 muertos. La primera guerra mundial (Europa) 20 millones de muertos. La segunda guerra mundial (Europa) 50 millones de muertos. La guerra de Vietnam vs USA 3.1 millones de muertos. Las guerras en África (inducidas por colonialismo europeos) 5 millones de muertos y al 2023 padeciendo sus consecuencias... La guerra de la URSS vs Afganistán 1.5 millones de muertos.

La GUERRA CIVIL DE ESPAÑA 540.000 MUERTOS!!!. (1936 a 1942), etc.etc..

¿Que rango militar, como medirías el grado de humanidad y heroísmo de los personajes responsables que libraron estas guerras. La mortandad, sanguinarias carnicerías, destrucción y devastación causadas en la población y generaciones de esas épocas???...

Si no sabes de geopolitica y no conoces el tamaño e intereses de los imperios no podrias nunca con mis escasos recursos igualarme y a los resultados con el devenir las generaciones me remito; Venezuela, Colombia, Panama, Ecuador, Bolivia y Perú ...ninguno de los que me adversan podrán igualarme figurando en la historia y por esa razón estás analizando mi trabajo...

""Un pueblo ignorante es un instrumento ciego de su propia destrucción ""...Simón Bolívar...",[0. 0. 0. ... 0. 0. 0.],bolivar contestar despu generaci detractor suramericano espa ole siguient culpa mediocr comportamiento irrespons gestion accionar generacion suramericano posterior region liberada imperio espa control gigantesco recurso natural petr leo cobr agua litio plata uranio quel coltan tierra abundant agricultura cuenca desarrollada generaci ctrica ciudad region cuentan infraestructura servicio expansi contin impus decreto pena capit funcionario corrupto entend nica forma somet mala costumbr nefasta consecuencia apliqu toda fortuna heredada causa independencia camisa prestada cuestiona decision guerra generaci libramo muestro dato stico compar honestidad guerra europa napol millon muerto guerra secesi muerto primera guerra mundial europa millon muerto segunda guerra mundial europa millon muerto guerra vietnam millon muerto guerra frica inducida colonialismo europeo millon muerto padeciendo consecuencia guerra urss afganist millon muerto guerra civil espa muerto rango militar medir grado humanidad hero personaj respons libraron guerra mortandad sanguinaria carnic destrucci devastaci causada poblaci generacion poca sabe geopolitica conoc tama interes imperio podria nunca escaso recurso igualarm resultado devenir generacion remito venezuela colombia panama ecuador bolivia ninguno adversan podr igualarm figurando historia analizando trabajo pueblo ignorant instrumento ciego propia destrucci,-1.0
4366,0eTL4ikxPgg,UCIMHpbbCjhiDMatoLESkisQ,"Las guerras son horribles. Hablas de que habia una gran patria, pero esa gran patria se forjo esclavisando a los indigenas de la región y abusanfo de ellos. Para aquella epoca muchos de los ciudadanos españoles estaban en desacuerdo con el trato q recibian los indigenas por parte del imperio español o ""la gran patria"".

Sea como sea se eliminó la exclavitud de la región. Ademas de que las estadísticas de este señor bolivar son impresionantes cuando peleo contra ese imperio de aquella época. Primero le llamas una persona culta, pero al final lo llamas tonto. Esos libertadores q usted les llama, entre ellos hubierón personalidades impresionantes como la de Francisco de Miranda, realmente tuvo una vida impresionante, muy inteligente 🧠, siendo llamado el venezolano más internacional.

No apoyo las atrocidades que realizó Bolivar, para nada. Es verdad que lo endiosan demasiado. Pero tampoco es para llamarlo tonto. Es de esas personas que nacen cada cierto tiempo y ponen de cabeza ideas ya establecidas.

En cuanto a la personalidad de bolivar se podria decir que era un megalomano, es lo que he escuchado, no se de donde, pero lo escuché.",[0. 0. 0. ... 0. 0. 0.],guerra horribl habla habia gran patria gran patria forjo esclavisando indigena regi abusanfo aquella epoca ciudadano espa ole desacuerdo trato recibian indigena part imperio espa gran patria elimin exclavitud regi adema stica bolivar impresionant peleo imperio aquella poca primero llama persona culta final llama tonto libertador ust llama hubier personalidad impresionant francisco miranda realment vida impresionant inteligent siendo llamado venezolano internacion apoyo atrocidad realiz bolivar verdad endiosan demasiado tampoco llamarlo tonto persona nacen cada cierto tiempo ponen cabeza idea establecida cuanto personalidad bolivar podria decir megalomano escuchado escuch,-1.0
4369,cbOmRtbISi0,UCsCTPzHGcf0g1K_EN0AFHZQ,Que pinche coraje que la cancelaron,[0. 0. 0. ... 0. 0. 0.],pinch coraj cancelaron,-1.0
4370,cbOmRtbISi0,UC1oeFxwMVZYf2adJWw-J6CA,Tmre yo q la empiezo a ver x los buenos comentarios y desde q empieza con mariconadas vaya a la m......,[0. 0. 0. ... 0. 0. 0.],tmre empiezo bueno comentario empieza mariconada vaya,-1.0
4377,cbOmRtbISi0,UC9wFZNk8a63RedPlnv-1p5w,Mucha intriga,[0. 0. 0. ... 0. 0. 0.],mucha intriga,-1.0
4382,cbOmRtbISi0,UCbQH1Rza8O4ROaD3kjkfI5g,"mega serie, 5 episodios y es buenisima. 
actores 10 
trama 10 
no hay desperdicios.",[0. 0. 0. ... 0. 0. 0.],mega seri episodio buenisima actor trama desperdicio,-1.0
4393,sG1xqycM6aU,UCCTiBT8uuEaqf4xjxWNKbng,Que mala es la envidia,[0. 0. 0. ... 0. 0. 0.],mala envidia,-1.0
4394,sG1xqycM6aU,UC3q6Xt6j4MFCAf5-hYUatFA,"Que gusto de hablar estupideses,ese gusto por descalificar a la madre ellas son felices juntas, nadie ve , nadie piensa lo que dicen .realmente saben lo que esta bien y lo q esta mal.",[0. 0. 0. ... 0. 0. 0.],gusto hablar estupides gusto descalificar madr felic junta nadi nadi piensa dicen realment saben bien,-1.0
4395,sG1xqycM6aU,UCKu33qjYDaqic9YCp1BeO3g,"Son muy amarillistas. No saben si ella ha disfrutado o no su infancia. Mis hijas no comen dulces ni comida chatarra, no por estar delgadas, sino porque no es sano; también se duermen a las 8pm. Muy amarillista el vídeo, se nota que no saben educar niños.",[0. 0. 0. ... 0. 0. 0.],amarillista saben disfrutado infancia hija comen dulc comida chatarra delgada sino sano tambi duermen amarillista nota saben educar,-1.0
4396,sG1xqycM6aU,UCZTVSogGwcsBsluWvnjoyQA,Que triste.,[0. 0. 0. ... 0. 0. 0.],trist,-1.0
4400,sG1xqycM6aU,UCRt5WiAUpzGMh6uKZeZHZog,Ay! Todo esto es puro choro amarillista para ganar adeptos.,[0. 0. 0. ... 0. 0. 0.],puro choro amarillista ganar adepto,-1.0
4401,sG1xqycM6aU,UCnnznk-Y0ZbHFAoP7jTmYRg,"A la pobre no se la quieren tanto como a la Leonor, anda que no sé nota... pasan de ella como de la mierda, les importa un comino",[0. 0. 0. ... 0. 0. 0.],pobr quieren leonor anda nota pasan mierda importa comino,-1.0
4407,sG1xqycM6aU,UCTDLUYCRrwVmVtaz13tv6zw,Pobrecita ella no puede comer dulces mientrqsbyo estaba vienfo esto con 3 bolsas de chuches llenas 😢,[0. 0. 0. ... 0. 0. 0.],pobrecita pued comer dulc mientrqsbyo vienfo bolsa chuch llena,-1.0
4408,sG1xqycM6aU,UCzepmIu_16z2Ce9h6EHLA1g,No hay que compararlas dofia brilla por si misma . Se parece a su abuela sofia,[0. 0. 0. ... 0. 0. 0.],compararla dofia brilla misma parec abuela sofia,-1.0
4410,sG1xqycM6aU,UCPvPAtUOGgBzYsdk4vFir5Q,"Yo digo que Sofía  renuncie a la realeza y siga sus camino. Total, las probabilidades de que se convierta en Reina son remotas. Lo más probable es que Leonor asuma al menos dentro de 20 años, cuando su padre ya esté muy mayor y abdique. ¿Qué va a hacer Sofía en todo ese tiempo?

Y para cuando ello ocurra, para eso, Leonor ya estará casada y con hijos... que serían los herederos a la Corona por encima de Sofía.

Tendría que haber alguna desgracia que obligue a dimitir al Rey en un futuro muy cercano, para que Leonor asuma y tenga algún sentido quedarse junto a su hermana, y estar disponible por si algo malo le ocurre a Leonor.


Por ahora que siga en la realeza sólo hasta que acabe la universidad. Luego que renuncie y que ejerza la profesión que quiera. Cuando de acá a unos 25 años Leonor sea la Reina, así Sofía haya renunciado a la realeza 20 años antes, Leonor como Reina la puede llamar, y ORDENAR que entre en la Casa Real como ""consejera de la reina"".

Bien bruto el Rey para aprobar una ley que les prohíbe tener trabajos privados, perjudicando a sus hijas (aunque perjudica más a Sofía). Incluso perjudica a la misma Leonor. ¿Qué va a hacer todo el tiempo que falta hasta que le toque ser Reina? Aunque a ella le perjudica menos porque siempre podrá estar estudiando geopolítica, siguiendo altos estudios militares, misiones diplomáticas, etc.

Pero ¿Y Sofía? ¿Se le va a pasar la vida esperando que algúuuuun día su hermana se convierta en Reina? El Rey terminó perjudicando a sus propias hijas, en especial a la menor.",[0. 0. 0. ... 0. 0. 0.],digo renunci realeza siga camino total probabilidad convierta reina remota probabl leonor asuma meno dentro padr mayor abdiqu hacer tiempo ello ocurra leonor casada hijo heredero corona encima tendr haber alguna desgracia obligu dimitir futuro cercano leonor asuma quedars junto hermana dispon malo ocurr leonor ahora siga realeza acab universidad luego renunci ejerza profesi quiera leonor reina renunciado realeza leonor reina pued llamar ordenar casa real consejera reina bien bruto aprobar proh tener trabajo privado perjudicando hija aunqu perjudica incluso perjudica misma leonor hacer tiempo falta toqu reina aunqu perjudica meno siempr podr estudiando geopol tica siguiendo alto estudio militar mision diplom tica pasar vida esperando uuuun hermana convierta reina termin perjudicando propia hija especi menor,-1.0
4411,MoON1PZBvIE,UCrFY_yp8RgY_u0tBQYqEjTg,Ese club del que habla que hace?,[0. 0. 0. ... 0. 0. 0.],club habla hace,-1.0
4412,MoON1PZBvIE,UCstJxPrlhweEYNlthKslO4g,"Las monarquías están obsoletas, son un poco parásitos. Y el pueblo tiene que opinar si quiere o no monarquía y la quiere mantener.
Se tendría que hacer un referéndum, ya que nos metieron a Juan Carlos porque así lo quiso Franco y se pasaron el orden jerárquico por el forro.
Quiero un gobierno transparente y fuera de corrupción, enchufes, protegidos y demás élites que son intocables. Eso no es una democracia.
Aquí hubo una falsa democracia y ha cantado con el bipartidismo que pactaría para no perder su poder.  ",[0. 0. 0. ... 0. 0. 0.],monarqu obsoleta sito pueblo opinar quier monarqu quier manten tendr hacer refer ndum metieron juan carlo quiso franco pasaron orden rquico forro quiero gobierno transparent corrupci enchuf protegido lite intoc democracia falsa democracia cantado bipartidismo pactar perder poder,-1.0
4413,MoON1PZBvIE,UCB_k1CjroLkU4HPCXWtXIQg,"las monarquías son inútiles, tanto si gobierna el jefe del estado como si no.. si gobierna tiene demasiado poder, si no gobierna está chupando del bote por la cara... sinceramente, tiene que haber una elección del jefe del estado, con sus funciones como gobernante y con un sueldo mínimo de 1000 euros y va que chuta y por supuesto una clara y absoluta separación de poderes",[0. 0. 0. ... 0. 0. 0.],monarqu tile gobierna jefe gobierna demasiado poder gobierna chupando bote cara sincerament haber elecci jefe funcion gobernant sueldo nimo euro chuta supuesto clara absoluta separaci poder,-1.0
4414,MoON1PZBvIE,UCQ32NIK9D3HSmiT0oFGOO2Q,"Tal vez la solución no llegue de las urnas, pero el pueblo tiene todo el derecho a manifestar lo que quiere y lo que no. Las monarquías han quedado completamente obsoletas y sólo sirven para despilfarrar mucho de nuestro dinero. Que os parece ver a la reina de Inglaterra con su carroza de oro y su corona en la cabeza?? Por favor es vergonzante¡¡",[0. 0. 0. ... 0. 0. 0.],soluci llegu urna pueblo derecho manifestar quier monarqu quedado completament obsoleta sirven despilfarrar dinero parec reina inglaterra carroza corona cabeza favor vergonzant,-1.0
4418,MoON1PZBvIE,UCzhn66TS6e9hInGjLQmyZMQ,Consulta a la Ciudadanía... el plebiscito no ofende a nadie y reflejaría la voluntad del hombre de a pié.,[0. 0. 0. ... 0. 0. 0.],consulta ciudadan plebiscito ofend nadi reflejar voluntad hombr,-1.0
4419,MoON1PZBvIE,UCIP-3ns7W3rvAoD66lZIKpw,Desde Mar del Plata ARGENTINA es ridiculo pensar aun en monarquias!...lo vemos como algo muy retrogrado...bastante tenemos con las Pseudo Democracias q vivimos y todos los politicos corruptos q mantenemos ! !!,[0. 0. 0. ... 0. 0. 0.],plata argentina ridiculo pensar monarquia vemo retrogrado bastant pseudo democracia vivimo politico corrupto mantenemo,-1.0
4420,MoON1PZBvIE,UCCYE2F1Is-M2lKkiQ8k11Sw,"Mi buen amigo se te olvida que el mundo tiene dueño y que ya esta repartido desde hace cientos de años, y por otro lado la democracia es una mera ilusion y lo que la mayoria piense a nadie le importa, se nos trata como ganado.",[0. 0. 0. ... 0. 0. 0.],buen amigo olvida mundo repartido hace ciento lado democracia mera ilus mayoria piens nadi importa trata ganado,-1.0
4422,MoON1PZBvIE,UCAM0CpR0DrocoL9bL0FEZww,Vale estoy de acuerdo en que la monarquia es un anacronismo ridiculo y costoso...pero me llama la atencion Pedro que propongas que los ciudadanos decidan en las urnas si continua o no la monarquia cuando en un video anterior dijiste que no creias en la democracia.,[0. 0. 0. ... 0. 0. 0.],vale acuerdo monarquia anacronismo ridiculo costoso llama atencion pedro proponga ciudadano decidan urna continua monarquia video anterior dijist creia democracia,-1.0
4426,MoON1PZBvIE,UCxTpPtX0mryNC4vRcELbkFA,Creo ridícula la monarquia en Espanha!,[0. 0. 0. ... 0. 0. 0.],creo cula monarquia espanha,-1.0
4429,MoON1PZBvIE,UCC9TH86BBOKRGL15AKMtzSA,"Esta gente se pasa por el forro la opinion de la gente... asi que... va a ser que haran lo de siempre, lo que le sale de los cojones. Saludos Pedro!",[0. 0. 0. ... 0. 0. 0.],gent pasa forro opinion gent haran siempr sale cojon saludo pedro,-1.0
4430,MoON1PZBvIE,UColpzYkL5V_Ok_yBVYGrMpw,"Me da igual lo que haga esa gente, al final de cuentas hacen lo que quieren por sobre los ciudadanos. Pero decir que tenemos DEMOCRACIA me parese muy alejado de la realidad, y la realidad es que vivimos bajo una CORPORATOCRACIA, asique siempre y cuando las decisiones no afecten a las corporaciones y planes importantes del gobierno, los ciudadanos tendran voz y voto, como por ejemplo el votar al proximo amo...ejem...quise decir presidente de entre una lista de corruptos sinverguenzas e inescrupulosos",[0. 0. 0. ... 0. 0. 0.],igual haga gent final cuenta hacen quieren ciudadano decir democracia pares alejado realidad realidad vivimo bajo corporatocracia asiqu siempr decision afecten corporacion plane important gobierno ciudadano tendran voto ejemplo votar proximo ejem quis decir president lista corrupto sinverguenza inescrupuloso,-1.0
4432,Dp5B8TPKj5Q,UCzm29Ct9BIAomDVXZJkkVgw,"Una mierda para el OKUPA de la Moncloa,ELECCIONES ANTICIPADAS YA. LOS QUE EL PUEBLO NO ELIGIO,TIENEN A ESPAÑA SECUESTRADA. VIVA SIEMPRE ESPAÑA UNIDA.....!!!!!!",[0. 0. 0. ... 0. 0. 0.],mierda okupa moncloa eleccion anticipada pueblo eligio espa secuestrada viva siempr espa unida,-1.0
4435,Dp5B8TPKj5Q,UC6az0efhL9KHVpOUhvFRE6g,"Viva la República y viva la democracia. Si los borbones quieren ser jefe de estado, que se presenten a unas elecciones",[0. 0. 0. ... 0. 0. 0.],viva blica viva democracia borbon quieren jefe presenten una eleccion,-1.0
4437,Dp5B8TPKj5Q,UCAqcJM6F_PoUzMX0pZ_34RQ,"Estar a favor de la monarquía no te hace antidemocrático a ver si nos queda claro de una vez, el rey ha hecho mucho por nuestro país instaurando la democracia y lo mínimo que merece es respeto por parte de los que hemos vivido la democracia desde que hemos nacido, a ver si aprendemos un poquito de historia de España  ",[0. 0. 0. ... 0. 0. 0.],favor monarqu hace antidemocr tico queda claro hecho instaurando democracia nimo merec respeto part vivido democracia nacido aprendemo poquito historia espa,-1.0
4438,DcCh6jJU-OI,UCoXu1K2BT5jJFww4nLhJdAA,"Aún así, a esa mala imitación de puesto de feria ambulante le quitas el crucipijo y el libro viejo ese y te cargas la sagrada legitimidad que chufletea el mueble, ambón o lo que sea.",[0. 0. 0. ... 0. 0. 0.],mala imitaci puesto feria ambulant quita crucipijo libro viejo carga sagrada legitimidad chufletea muebl,-1.0
4439,-V_pdK_YuIE,UCrP4xXzxnTd9WQO8EX2_y9g,"Por desgracia el hecho de que un país y su democracia no funcionen, es el hecho de que los burros eligen a burros. Aparente la solucion más óptima para esa armonía entre el caos político “elegido” por el pueblo, es medianamente la monarquia, pues estas han mantenido estables tanto a España como a otros países(exceptuando los árabes por obvias razones). Es eso, o copiar un modelo donde un solo representante político organice todos lo asuntos de un país(algo así como el autoritarismo chino) a pesar de no ser el mejor ejemplo.",[0. 0. 0. ... 0. 0. 0.],desgracia hecho democracia funcionen hecho burro eligen burro aparent solucion ptima armon cao tico elegido pueblo medianament monarquia pue mantenido establ espa exceptuando rabe obvia razon copiar modelo solo representant tico organic asunto autoritarismo chino pesar mejor ejemplo,-1.0
4442,-V_pdK_YuIE,UCsFEViF5fjV-HCm6inqBdvg,"Totalmente de acuerdo, pero ¿te diste cuenta de que escribiste monarquía mal todas las veces? Tanto en el título del vídeo como en la descripción",[0. 0. 0. ... 0. 0. 0.],totalment acuerdo dist cuenta escribist monarqu toda vece tulo descripci,-1.0
4444,-V_pdK_YuIE,UCEVb8DuENcvW-jMLUveJy8Q,"En el caso particular del Perú, elegir personas poco capaces pasa por muchos factores, no solo la educación. La gestión pública en altos cargos está (incluso ahora, 2022) plagada de incompetentes con maestrías en el extranjero que sienten que el país ""le debe mucho"" por sus servicios y que tomar provecho de su cargo es una retribución casi tácita, dicho esto, no se trata de que nos gobierne un burro o varios burros como los llamaste. 
Sigo con regularidad tus vídeos y me pareció un análisis muy simplista del gobierno, no obstante entiendo que fue un tema tangencial de análisis de la función de la monarquía española.",[0. 0. 0. ... 0. 0. 0.],caso particular elegir persona capac pasa factor solo educaci gesti blica alto cargo incluso ahora plagada incompetent maestr extranjero sienten debe servicio tomar provecho cargo retribuci casi cita dicho trata gobiern burro vario burro llamast sigo regularidad deo pareci lisi simplista gobierno obstant entiendo tema tangenci lisi funci monarqu espa,-1.0
4451,-V_pdK_YuIE,UCFcrpFYqLK2aE5f-NjCMD8w,Me parece que este tipo se cree español.....,[0. 0. 0. ... 0. 0. 0.],parec tipo cree espa,-1.0
4457,-V_pdK_YuIE,UC0t4YXr1mKi-bFarIfgXyjQ,Muerte a la monarquía viva el caos,[0. 0. 0. ... 0. 0. 0.],muert monarqu viva cao,-1.0
4473,F7oVU0Zb35U,UC7WX_wNFmUxFRHQkOdSjJLg,naahh de locos gracias a este tio he sacao un 9,[0. 0. 0. ... 0. 0. 0.],naahh loco gracia sacao,-1.0
4485,hnoVMhoe1xY,UCIi9RXKO3CqDSlecLIbmqIA,"Por qué nunca habláis de las bancarrotas de España en estos tres últimos siglos. Durante el reino de Isabel II, creo saber que ocurrió tres veces. Es sobre todo para desmentir que la izquierda gestiona peor que la derecha.🤣",[0. 0. 0. ... 0. 0. 0.],nunca habl bancarrota espa tre ltimo siglo reino isabel creo saber ocurri tre vece desmentir izquierda gestiona peor derecha,-1.0
4488,hnoVMhoe1xY,UCbIHozuuCXIWFlGSV0llbiw,"Sí, es un siglo pesado de estudiar, pero crucial para entender España.",[0. 0. 0. ... 0. 0. 0.],siglo pesado estudiar crucial entend espa,-1.0
4490,hnoVMhoe1xY,UCpMt-9vDx2V5Fe_qZf1x_vQ,"Agradeceria que hubieras explicado el tema un poco mas despacio, es el tema que mas me esta costando estudiar y siento que no tomas ni una pausa para coger aire 😅😅",[0. 0. 0. ... 0. 0. 0.],agradeceria explicado tema despacio tema costando estudiar siento toma pausa coger air,-1.0
4500,WKBDJyvN0so,UClXzLsLGLagF1JD0LWeuOLw,Todos quedan con pagas vitalicias y un pais arruinado,[0. 0. 0. ... 0. 0. 0.],quedan paga vitalicia pai arruinado,-1.0
4501,WKBDJyvN0so,UClXzLsLGLagF1JD0LWeuOLw,Hombre los hechos hoy dia lo demuestran quien le pide hoy al ex rey esplicasiones a rajoy a zapatero a felipe gonzalez a sanchez,[0. 0. 0. ... 0. 0. 0.],hombr hecho demuestran pide esplicasion rajoy zapatero felip gonzalez sanchez,-1.0
4502,WKBDJyvN0so,UCmrpNAoA6jSilt8SLMbPSIw,"Un montaje, se ponen cuatro imágenes reales, se dicen cuatro mentiras, se pone una canción ridícula para hipnotizar y asi la plebe retrasada después de semejante caldo de desinformación piensa idioteces. En esta mierda de montaje no se cuenta nada cierto, sólo basura para analfabetizar mas al pueblo retrasado.",[0. 0. 0. ... 0. 0. 0.],montaj ponen cuatro gene real dicen cuatro mentira pone canci cula hipnotizar plebe retrasada despu semejant caldo desinformaci piensa idiotec mierda montaj cuenta cierto basura analfabetizar pueblo retrasado,-1.0
4503,WKBDJyvN0so,UCuPuYmfdwObhQW2QKaUiY9g,Ascazo..!,[0. 0. 0. ... 0. 0. 0.],ascazo,-1.0
4504,WKBDJyvN0so,UCfkwTD7wo3f6xgIMqy1Odvw,"El GLORIOSO MOVIMIENTO NACIONAL , VENDIO SU ALMA AL DIABOLO DE LA IGLESIA CATOLICA PEDERASTA ,VICIOSA ,OCIOSA ,BANKERA VIVIDORA ,QUE CONSIDERA AL PUEBLO COMO SU MAYOR ENEMIGO",[0. 0. 0. ... 0. 0. 0.],glorioso movimiento nacion vendio alma diabolo iglesia catolica pederasta viciosa ociosa bankera vividora considera pueblo mayor enemigo,-1.0
4505,WKBDJyvN0so,UCUyqVs-avNxu3nNRdRJTmJg,"Lo sorprendente es que una mierda como la CNT aún exista. Habría que subvencionarla como se subvenciona el tren de la fresa, como algo anecdótico. Respecto a su pasado, aparte de destruir el patrimonio artístico español y de haber derramado tanta sangre ahora se dedican a perpetrar documentales de mierda como éste. Sois como un ilusionista viejo al que se le ven los trucos.JAJAJAJAJAJAJ",[0. 0. 0. ... 0. 0. 0.],sorprendent mierda exista habr subvencionarla subvenciona tren fresa anecd tico respecto pasado apart destruir patrimonio stico espa haber derramado tanta sangr ahora dedican perpetrar documental mierda ilusionista viejo truco jajajajajajaj,-1.0
4508,WKBDJyvN0so,UCVIvy5sDlN2o6Kah5cpaxEw,"el golpe de estado de los Franquistas fue contra la República, muchos de los franquistas eran monárquicos, y se salieron con la suya volviendo a instaurar la monarquía borbónica, luego para volver a reinstaurar el orden anterior a los fascistas, tiene necesariamente que volver la legítima República",[0. 0. 0. ... 0. 0. 0.],golp franquista blica franquista rquico salieron volviendo instaurar monarqu borb nica luego volver reinstaurar orden anterior fascista necesariament volver tima blica,-1.0
4510,WKBDJyvN0so,UCfKjd8M3iZQadEC3MoXascQ,esta vieja como este le llama está diciendo toda la verdad o acaso usted defiende franquismo en cuanto a los rojos qué coste que no lo soy no eran ellos los que mataban ni quemaban iglesias ni le quitaban las casas a los ciudadanos todo lo hacía el franquismo a mí me mataron a mi abuelo y no fue en la Guerra sino en la pro guerra y su único delito fue enseñar a la gente mayor a firmar para que no tuvieran que hacerlo con el dedo y solamente por esto les quitaron la vida y yo ni olvidó ni perdono,[0. 0. 0. ... 0. 0. 0.],vieja llama diciendo toda verdad acaso ust defiend franquismo cuanto rojo cost mataban quemaban iglesia quitaban casa ciudadano franquismo mataron abuelo guerra sino guerra nico delito ens gent mayor firmar hacerlo dedo solament quitaron vida olvid perdono,-1.0
4512,WKBDJyvN0so,UC9Wi6fSAo0axOV1kd5lr06w,"Una tremenda injusticia se creía por encima de todos
pienso que a una edad debería de retirarse",[0. 0. 0. ... 0. 0. 0.],tremenda injusticia encima pienso edad deber retirars,-1.0
4516,WKBDJyvN0so,UCK9w5KlVx3fAiTll6LspKHA,"El día que los españoles dejemos de mirar tanto para atrás,porque se nos va a quedar el cuello retorcido como la mente de muchos,habremos dado un gran paso para seguir adelante porque la historia,que está ahi y no hay que olvidarla pero tampoco machacarnos en recordarla,sigue su curso pero si nos atascamos y seguimos empeñados en insultarnos unos la otros,con la intervención de algun que otro sudamericano que aprovecha para alimentar la mecha,jamas seremos capaces de superarnos y seguiremos,erre que erre, poniendo vídeos o lanzando consignas o publicando textos que,para mi,ya son obsoletos,los hechos son los que son y por mucho que a algunos les guste retroceder,no van a cambiar.Cada pais tiene su historia negra (y el que diga lo contrario miente) pero superaron esa etapa y avanzaron que es lo importante,nosotros no,a nosotros nos encanta ser masocas.",[0. 0. 0. ... 0. 0. 0.],espa ole dejemo mirar quedar cuello retorcido ment dado gran paso seguir adelant historia olvidarla tampoco machacarno recordarla sigu curso atascamo seguimo emp ado insultarno interv algun sudamericano aprovecha alimentar mecha jama capac superarno seguiremo err err poniendo deo lanzando consigna publicando texto obsoleto hecho gust retroced cambiar cada pai historia negra diga contrario mient superaron etapa avanzaron important encanta masoca,-1.0
4520,Aa8PiF3Ph6w,UC1JoufC0Q_26hOdX6pw76gQ,Creia que los españoles no querían a Franco,[0. 0. 0. ... 0. 0. 0.],creia espa ole quer franco,-1.0
